person_id,first_name,last_name,team,description,all_nba_team_number,season,month,week,conference,type,subtype1,subtype2,subtype3
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-Defensive Team,1,1979-80,,,1610612747,Award,Kia Motors,KIADT,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,NBA Most Valuable Player,,1971-72,,,,Award,Kia Motors,KIMVP,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-Defensive Team,2,1977-78,,,1610612747,Award,Kia Motors,KIADT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-NBA,2,1984-85,,,1610612747,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,NBA Sporting News Rookie of the Year,,1969-70,,,,Award,Sporting News,SNROY,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,NBA Sporting News Most Valuable Player of the Year,,1973-74,,,,Award,Sporting News,SNMVP,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Sporting News Most Valuable Player of the Year,,1979-80,,,,Award,Sporting News,SNMVP,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Most Valuable Player,,1975-76,,,,Award,Kia Motors,KIMVP,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-Defensive Team,2,1976-77,,,1610612747,Award,Kia Motors,KIADT,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,All-NBA,2,1969-70,,,1610612749,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,All-NBA,1,1973-74,,,1610612749,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,All-Defensive Team,2,1970-71,,,1610612749,Award,Kia Motors,KIADT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Player of the Month,,1979-80,12/01/1979,,,Award,Kia Motors,KIPMO,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-NBA,1,1983-84,,,1610612747,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Most Valuable Player,,1976-77,,,,Award,Kia Motors,KIMVP,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-NBA,1,1985-86,,,1610612747,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-NBA,2,1977-78,,,1610612747,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Player of the Week,,1979-80,,1980-02-17T00:00:00,,Award,Kia Motors,KIPWK,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Player of the Week,,1979-80,,1979-12-09T00:00:00,,Award,Kia Motors,KIPWK,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Player of the Week,,1983-84,,1984-04-08T00:00:00,,Award,Kia Motors,KIPWK,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-NBA,2,1978-79,,,1610612747,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Player of the Week,,1984-85,,1985-03-24T00:00:00,,Award,Kia Motors,KIPWK,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-NBA,1,1980-81,,,1610612747,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Player of the Week,,1983-84,,1984-02-12T00:00:00,,Award,Kia Motors,KIPWK,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Player of the Week,,1981-82,,1982-02-28T00:00:00,,Award,Kia Motors,KIPWK,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,All-Defensive Team,1,1973-74,,,1610612749,Award,Kia Motors,KIADT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Most Valuable Player,,1979-80,,,,Award,Kia Motors,KIMVP,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,All-NBA,1,1971-72,,,1610612749,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,All-NBA,1,1970-71,,,1610612749,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-Defensive Team,2,1975-76,,,1610612747,Award,Kia Motors,KIADT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-Defensive Team,2,1983-84,,,1610612747,Award,Kia Motors,KIADT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Sporting News Most Valuable Player of the Year,,1976-77,,,,Award,Sporting News,SNMVP,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,All-NBA,1,1972-73,,,1610612749,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-NBA,1,1975-76,,,1610612747,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Player of the Week,,1980-81,,1980-12-21T00:00:00,,Award,Kia Motors,KIPWK,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Player of the Month,,1983-84,03/01/1984,,,Award,Kia Motors,KIPMO,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,NBA Sporting News Most Valuable Player of the Year,,1970-71,,,,Award,Sporting News,SNMVP,
76003,Kareem,Abdul-Jabbar,,Hall of Fame Inductee,,1995,,,,Award,Hall of Fame,,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Sporting News Most Valuable Player of the Year,,1975-76,,,,Award,Sporting News,SNMVP,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-NBA,2,1982-83,,,1610612747,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,NBA Finals Most Valuable Player,,1970-71,,,,Award,Kia Motors,KFMVP,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,All-Defensive Team,2,1969-70,,,1610612749,Award,Kia Motors,KIADT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,NBA Finals Most Valuable Player,,1984-85,,,,Award,Kia Motors,KFMVP,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,NBA Most Valuable Player,,1970-71,,,,Award,Kia Motors,KIMVP,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-Defensive Team,1,1978-79,,,1610612747,Award,Kia Motors,KIADT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-NBA,1,1979-80,,,1610612747,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-Defensive Team,1,1980-81,,,1610612747,Award,Kia Motors,KIADT,
76003,Kareem,Abdul-Jabbar,Los Angeles Lakers,All-NBA,1,1976-77,,,1610612747,Award,Kia Motors,KIANT,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,NBA Most Valuable Player,,1973-74,,,,Award,Kia Motors,KIMVP,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,All-Rookie Team,1,1969-70,,,1610612749,Award,Kia Motors,KIART,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,NBA Rookie of the Year,,1969-70,,,,Award,Kia Motors,KIROY,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,NBA Sporting News Most Valuable Player of the Year,,1971-72,,,,Award,Sporting News,SNMVP,
76003,Kareem,Abdul-Jabbar,Milwaukee Bucks,All-Defensive Team,1,1974-75,,,1610612749,Award,Kia Motors,KIADT,
51,Mahmoud,Abdul-Rauf,Denver Nuggets,NBA Most Improved Player,,1992-93,,,,Award,Kia Motors,KIMIP,
51,Chris,Jackson,Denver Nuggets,All-Rookie Team,2,1990-91,,,1610612743,Award,Kia Motors,KIART,
949,Shareef,Abdur-Rahim,Atlanta Hawks,NBA Player of the Week,,2001-02,,2001-11-25T00:00:00,East,Award,Kia Motors,KIPWK,
949,Shareef,Abdur-Rahim,Vancouver Grizzlies,NBA Rookie of the Month,,1996-97,12/01/1996,,,Award,Kia Motors,KIRMO,
949,Shareef,Abdur-Rahim,Vancouver Grizzlies,NBA Rookie of the Month,,1996-97,02/01/1997,,,Award,Kia Motors,KIRMO,
949,Shareef,Abdur-Rahim,Vancouver Grizzlies,All-Rookie Team,1,1996-97,,,1610612763,Award,Kia Motors,KIART,
949,Shareef,Abdur-Rahim,USA,Olympic Gold Medal,,2000,,,,Award,Olympic,Gold,
949,Shareef,Abdur-Rahim,Vancouver Grizzlies,NBA Sporting News Rookie of the Year,,1996-97,,,,Award,Sporting News,SNROY,
203518, Álex,Abrines,,Olympic Bronze Medal,,2016,,,,Award,Olympic,Bronze,
76011,Alvan,Adams,Phoenix Suns,NBA Rookie of the Year,,1975-76,,,,Award,Kia Motors,KIROY,
76011,Alvan,Adams,Phoenix Suns,All-Rookie Team,1,1975-76,,,1610612756,Award,Kia Motors,KIART,
76011,Alvan,Adams,Phoenix Suns,NBA Sporting News Rookie of the Year,,1975-76,,,,Award,Sporting News,SNROY,
149,Michael,Adams,Denver Nuggets,NBA Player of the Week,,1990-91,,1991-01-27T00:00:00,,Award,Kia Motors,KIPWK,
149,Michael,Adams,Denver Nuggets,NBA Player of the Week,,1988-89,,1988-12-11T00:00:00,,Award,Kia Motors,KIPWK,
203500,Steven,Adams,Oklahoma City Thunder,All-Rookie Team,2,2013-14,,,1610612760,Award,Kia Motors,KIART,
1628389,Bam,Adebayo,Miami Heat,NBA Player of the Week,,2019-20,,2019-12-09T00:00:00,East,Award,Kia Motors,KIPWK,
76016,Mark,Aguirre,Dallas Mavericks,NBA Player of the Week,,1984-85,,1985-02-24T00:00:00,,Award,Kia Motors,KIPWK,
76016,Mark,Aguirre,Dallas Mavericks,NBA Player of the Month,,1983-84,01/01/1984,,,Award,Kia Motors,KIPMO,
76016,Mark,Aguirre,Dallas Mavericks,NBA Rookie of the Month,,1981-82,11/01/1981,,,Award,Kia Motors,KIRMO,
76016,Mark,Aguirre,Dallas Mavericks,NBA Player of the Week,,1983-84,,1983-11-27T00:00:00,,Award,Kia Motors,KIPWK,
200746,LaMarcus,Aldridge,Portland Trail Blazers,NBA Player of the Week,,2014-15,,2014-12-15T00:00:00,West,Award,Kia Motors,KIPWK,
200746,LaMarcus,Aldridge,Portland Trail Blazers,All-NBA,3,2010-11,,,1610612757,Award,Kia Motors,KIANT,
200746,LaMarcus,Aldridge,Portland Trail Blazers,NBA Player of the Week,,2014-15,,2014-12-01T00:00:00,West,Award,Kia Motors,KIPWK,
200746,LaMarcus,Aldridge,Portland Trail Blazers,All-Rookie Team,1,2006-07,,,1610612757,Award,Kia Motors,KIART,
200746,LaMarcus,Aldridge,Portland Trail Blazers,NBA Player of the Week,,2010-11,,2011-01-24T00:00:00,West,Award,Kia Motors,KIPWK,
200746,LaMarcus,Aldridge,Portland Trail Blazers,NBA Player of the Week,,2013-14,,2013-12-09T00:00:00,West,Award,Kia Motors,KIPWK,
200746,LaMarcus,Aldridge,Portland Trail Blazers,NBA Player of the Week,,2012-13,,2013-03-11T00:00:00,West,Award,Kia Motors,KIPWK,
200746,LaMarcus,Aldridge,Portland Trail Blazers,All-NBA,3,2013-14,,,1610612757,Award,Kia Motors,KIANT,
200746,LaMarcus,Aldridge,Portland Trail Blazers,NBA Player of the Week,,2013-14,,2013-12-16T00:00:00,West,Award,Kia Motors,KIPWK,
200746,LaMarcus,Aldridge,Portland Trail Blazers,NBA Player of the Week,,2013-14,,2013-11-25T00:00:00,West,Award,Kia Motors,KIPWK,
200746,LaMarcus,Aldridge,Portland Trail Blazers,NBA Player of the Month,,2010-11,02/01/2011,,West,Award,Kia Motors,KIPMO,
200746,LaMarcus,Aldridge,Portland Trail Blazers,All-NBA,2,2014-15,,,1610612757,Award,Kia Motors,KIANT,
200746,LaMarcus,Aldridge,San Antonio Spurs,All-NBA,3,2015-16,,,West,Award,Kia Motors,KIANT,
200746,LaMarcus,Aldridge,San Antonio Spurs,NBA Player of the Week,,2015-16,,2016-02-08T00:00:00,West,Award,Kia Motors,KIPWK,
200746,LaMarcus,Aldridge,San Antonio Spurs,All-NBA,2,2017-18,,,West,Award,Kia Motors,KIANT,
200746,LaMarcus,Aldridge,San Antonio Spurs,NBA Player of the Week,,2017-18,,2018-03-19T00:00:00,West,Award,Kia Motors,KIPWK,
2042,Courtney,Alexander,Washington Wizards,All-Rookie Team,2,2000-01,,,1610612764,Award,Kia Motors,KIART,
2042,Courtney,Alexander,Washington Wizards,NBA Rookie of the Month,,2000-01,04/01/2001,,,Award,Kia Motors,KIRMO,
76024,Steve,Alford,USA,Olympic Gold Medal,,1984,,,,Award,Olympic,Gold,
951,Ray,Allen,Milwaukee Bucks,NBA Player of the Week,,2001-02,,2002-01-13T00:00:00,East,Award,Kia Motors,KIPWK,
951,Ray,Allen,Seattle SuperSonics,All-NBA,2,2004-05,,,1610612760,Award,Kia Motors,KIANT,
951,Ray,Allen,Seattle SuperSonics,NBA Player of the Week,,2003-04,,2004-01-11T00:00:00,West,Award,Kia Motors,KIPWK,
951,Ray,Allen,Milwaukee Bucks,All-NBA,3,2000-01,,,1610612749,Award,Kia Motors,KIANT,
951,Ray,Allen,Seattle SuperSonics,NBA Sportsmanship,,2002-03,,,,Award,Kia Motors,KSPRT,
951,Ray,Allen,Seattle SuperSonics,NBA Player of the Week,,2004-05,,2005-03-27T00:00:00,West,Award,Kia Motors,KIPWK,
951,Ray,Allen,Milwaukee Bucks,All-Rookie Team,2,1996-97,,,1610612749,Award,Kia Motors,KIART,
951,Ray,Allen,Seattle SuperSonics,NBA Player of the Week,,2002-03,,2003-03-02T00:00:00,West,Award,Kia Motors,KIPWK,
951,Ray,Allen,Milwaukee Bucks,NBA Player of the Week,,2000-01,,2001-04-15T00:00:00,,Award,Kia Motors,KIPWK,
951,Ray,Allen,Seattle SuperSonics,NBA Player of the Week,,2004-05,,2004-11-14T00:00:00,West,Award,Kia Motors,KIPWK,
951,Ray,Allen,USA,Olympic Gold Medal,,2000,,,,Award,Olympic,Gold,
951,Ray,Allen,Milwaukee Bucks,NBA Player of the Week,,2001-02,,2001-11-04T00:00:00,East,Award,Kia Motors,KIPWK,
951,Ray,Allen,,Hall of Fame Inductee,,2018,,,,Award,Hall of Fame,,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,1,2012-13,,,1610612763,Award,Kia Motors,KIADT,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,1,2014-15,,,1610612763,Award,Kia Motors,KIADT,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,1,2011-12,,,1610612763,Award,Kia Motors,KIADT,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,2,2010-11,,,1610612763,Award,Kia Motors,KIADT,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,2,2015-16,,,West,Award,Kia Motors,KIADT,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,2,2016-17,,,, ,,,
202329,Al-Farouq,Aminu,Nigeria,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
2431,David,Andersen,Australia,Olympic Appearance,,2008,,,,Award,Olympic,Appearance,
2431,David,Andersen,Australia,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
2431,David,Andersen,Australia,Olympic Appearance,,2004,,,,Award,Olympic,Appearance,
1507,Derek,Anderson,Cleveland Cavaliers,All-Rookie Team,2,1997-98,,,1610612739,Award,Kia Motors,KIART,
1507,Derek,Anderson,San Antonio Spurs,NBA Player of the Week,,2000-01,,2001-03-11T00:00:00,,Award,Kia Motors,KIPWK,
246,Greg,Anderson,San Antonio Spurs,NBA Rookie of the Month,,1987-88,03/01/1988,,,Award,Kia Motors,KIRMO,
246,Greg,Anderson,San Antonio Spurs,All-Rookie Team,1,1987-88,,,1610612759,Award,Kia Motors,KIART,
72,Kenny,Anderson,New Jersey Nets,NBA Player of the Week,,1993-94,,1994-01-23T00:00:00,,Award,Kia Motors,KIPWK,
98,Nick,Anderson,Orlando Magic,NBA Player of the Week,,1992-93,,1993-02-07T00:00:00,,Award,Kia Motors,KIPWK,
98,Nick,Anderson,Orlando Magic,NBA Player of the Week,,1991-92,,1992-01-26T00:00:00,,Award,Kia Motors,KIPWK,
98,Nick,Anderson,Orlando Magic,NBA Player of the Week,,1997-98,,1998-02-22T00:00:00,,Award,Kia Motors,KIPWK,
201583,Ryan,Anderson,Orlando Magic,NBA Most Improved Player,,2011-12,,,,Award,Kia Motors,KIMIP,
335,Willie,Anderson,San Antonio Spurs,All-Rookie Team,1,1988-89,,,1610612759,Award,Kia Motors,KIART,
335,Willie,Anderson,USA,Olympic Bronze Medal,,1988,,,,Award,Olympic,Bronze,
335,Willie,Anderson,San Antonio Spurs,NBA Rookie of the Month,,1988-89,11/01/1988,,,Award,Kia Motors,KIRMO,
1512,Chris,Anstey,Australia,Olympic Appearance,,2000,,,,Award,Olympic,Appearance,
1512,Chris,Anstey,Australia,Olympic Appearance,,2008,,,,Award,Olympic,Appearance,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-Rookie Team,2,2013-14,,,1610612749,Award,Kia Motors,KIART,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2017-18,,2017-10-16T00:00:00,East,Award,Kia Motors,KIPWK,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2014-15,,2015-02-02T00:00:00,East,Award,Kia Motors,KIPWK,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2016-17,,2016-12-05T00:00:00,East,Award,Kia Motors,KIPWK,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2016-17,3/1/2017,,East,Award,Kia Motors,KIPMO,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-NBA,2,2016-17,,,East,Award,Kia Motors,KIANT,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Most Improved Player,(null),2016-17,,,East,Award,Kia Motors,KIMIP,(null)
203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-NBA,2,2017-18,,,East,Award,Kia Motors,KIANT,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2019-01-28T00:00:00,East,Award,Kia Motors,KIPWK,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2019-01-21T00:00:00,East,Award,Kia Motors,KIPWK,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2018-12-24T00:00:00,East,Award,Kia Motors,KIPWK,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2018-12-17T00:00:00,East,Award,Kia Motors,KIPWK,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2018-11-19T00:00:00,East,Award,Kia Motors,KIPWK,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2018-19,,2018-10-22T00:00:00,East,Award,Kia Motors,KIPWK,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2018-19,03/01/2019,,East,Award,Kia Motors,KIPMO,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2018-19,02/01/2019,,East,Award,Kia Motors,KIPMO,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2018-19,12/01/2018,,East,Award,Kia Motors,KIPMO,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2018-19,10/01/2018,,East,Award,Kia Motors,KIPMO,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-Defensive Team,2,2016-17,,,, ,,,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-NBA,1,2018-19,,,East,Award,Kia Motors,KIANT,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,All-Defensive Team,1,2018-19,,,East,Award,Kia Motors,KIADT,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Most Valuable Player,,2018-19,,,East,Award,Kia Motors,KIMVP,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week, ,2019-20,,2019-10-28T00:00:00,East,Award,Kia Motors,KIPWK, 
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2019-20,,2019-11-25T00:00:00,East,Award,Kia Motors,KIPWK,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2019-20,10/1/2019,,East,Award,Kia Motors,KIPMO,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2019-20,12/1/2019,,East,Award,Kia Motors,KIPMO,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2019-20,,2019-12-30T00:00:00,East,Award,Kia Motors,KIPWK,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Month,,2019-20,1/1/2020,,East,Award,Kia Motors,KIPMO,
203507,Giannis,Antetokounmpo,Milwaukee Bucks,NBA Player of the Week,,2019-20,,2020-02-24T00:00:00,East,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,NBA Rookie of the Month,,2003-04,11/01/2003,,West,Award,Kia Motors,KIRMO,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Month,,2009-10,11/01/2009,,West,Award,Kia Motors,KIPMO,
2546,Carmelo,Anthony,New York Knicks,All-NBA,2,2012-13,,,1610612752,Award,Kia Motors,KIANT,
2546,Carmelo,Anthony,New York Knicks,NBA Player of the Week,,2012-13,,2013-04-08T00:00:00,,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,NBA Rookie of the Month,,2003-04,03/01/2004,,West,Award,Kia Motors,KIRMO,
2546,Carmelo,Anthony,New York Knicks,NBA Player of the Week,,2013-14,,2014-03-10T00:00:00,East,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,New York Knicks,NBA Player of the Week,,2012-13,,2013-04-01T00:00:00,East,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,All-NBA,2,2009-10,,,1610612743,Award,Kia Motors,KIANT,
2546,Carmelo,Anthony,Denver Nuggets,NBA Rookie of the Month,,2003-04,12/01/2003,,West,Award,Kia Motors,KIRMO,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Week,,2003-04,,2004-03-14T00:00:00,West,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,NBA Rookie of the Month,,2003-04,04/01/2004,,West,Award,Kia Motors,KIRMO,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Week,,2007-08,,2007-12-23T00:00:00,West,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Week,,2009-10,,2010-01-19T00:00:00,West,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Week,,2006-07,,2006-12-03T00:00:00,West,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,USA,Olympic Gold Medal,,2008,,,,Award,Olympic,Gold,
2546,Carmelo,Anthony,Denver Nuggets,All-Rookie Team,1,2003-04,,,1610612743,Award,Kia Motors,KIART,
2546,Carmelo,Anthony,New York Knicks,NBA Player of the Month,,2013-14,1/1/2014,,East,Award,Kia Motors,KIPMO,
2546,Carmelo,Anthony,New York Knicks,All-NBA,3,2011-12,,,1610612752,Award,Kia Motors,KIANT,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Week,,2006-07,,2006-11-26T00:00:00,West,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,NBA Rookie of the Month,,2003-04,02/01/2004,,West,Award,Kia Motors,KIRMO,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Week,,2007-08,,2008-03-30T00:00:00,West,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,All-NBA,3,2005-06,,,1610612743,Award,Kia Motors,KIANT,
2546,Carmelo,Anthony,New York Knicks,NBA Player of the Week,,2012-13,,2012-12-31T00:00:00,East,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,New York Knicks,NBA Player of the Week,,2013-14,,2014-01-13T00:00:00,East,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Month,,2005-06,03/01/2006,,West,Award,Kia Motors,KIPMO,
2546,Carmelo,Anthony,New York Knicks,NBA Player of the Month,,2012-13,04/01/2013,,East,Award,Kia Motors,KIPMO,
2546,Carmelo,Anthony,New York Knicks,NBA Player of the Week,,2012-13,,2012-11-26T00:00:00,East,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,All-NBA,3,2006-07,,,1610612743,Award,Kia Motors,KIANT,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Week,,2009-10,,2009-11-02T00:00:00,West,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,NBA Rookie of the Month,,2003-04,01/01/2004,,West,Award,Kia Motors,KIRMO,
2546,Carmelo,Anthony,Denver Nuggets,All-NBA,3,2008-09,,,1610612743,Award,Kia Motors,KIANT,
2546,Carmelo,Anthony,USA,Olympic Bronze Medal,,2004,,,,Award,Olympic,Bronze,
2546,Carmelo,Anthony,New York Knicks,NBA Player of the Month,,2011-12,04/01/2012,,East,Award,Kia Motors,KIPMO,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Week,,2005-06,,2006-03-19T00:00:00,West,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Week,,2003-04,,2004-04-12T00:00:00,West,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,USA,Olympic Gold Medal,,2012,,,,Award,Olympic,Gold,
2546,Carmelo,Anthony,Denver Nuggets,NBA Player of the Week,,2006-07,,2007-02-11T00:00:00,West,Award,Kia Motors,KIPWK,
2546,Carmelo,Anthony,,Olympic Gold Medal,,2016,,,,Award,Olympic,Gold,
2546,Carmelo,Anthony,Portland Trail Blazers,NBA Player of the Week,,2019-20,,2019-11-25T00:00:00,West,Award,Kia Motors,KIPWK,
76054,Nate,Archibald,Boston Celtics,NBA Player of the Week,,1980-81,,1981-01-11T00:00:00,,Award,Kia Motors,KIPWK,
76054,Nate,Archibald,Cincinnati Royals,All-NBA,2,1971-72,,,1610612758,Award,Kia Motors,KIANT,
76054,Tiny,Archibald,,Hall of Fame Inductee,,1991,,,,Award,Hall of Fame,,
76054,Tiny,Archibald,Kansas City-Omaha Kings,NBA Sporting News Most Valuable Player of the Year,,1972-73,,,,Award,Sporting News,SNMVP,
76054,Nate,Archibald,Kansas City-Omaha Kings,All-NBA,1,1974-75,,,1610612758,Award,Kia Motors,KIANT,
76054,Nate,Archibald,Kansas City-Omaha Kings,All-NBA,1,1972-73,,,1610612758,Award,Kia Motors,KIANT,
76054,Nate,Archibald,Boston Celtics,All-NBA,2,1980-81,,,1610612738,Award,Kia Motors,KIANT,
76054,Tiny,Archibald,Boston Celtics,NBA All-Star Most Valuable Player,,1980-81,,,,Award,Kia Motors,KAMVP,
76054,Nate,Archibald,Kansas City Kings,All-NBA,1,1975-76,,,1610612758,Award,Kia Motors,KIANT,
2425,Robert,Archibald,Great Britain,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
2240,Gilbert,Arenas,Washington Wizards,NBA Player of the Week,,2006-07,,2006-12-10T00:00:00,East,Award,Kia Motors,KIPWK,
2240,Gilbert,Arenas,Washington Wizards,All-NBA,2,2006-07,,,1610612764,Award,Kia Motors,KIANT,
2240,Gilbert,Arenas,Washington Wizards,NBA Player of the Week,,2005-06,,2006-02-27T00:00:00,East,Award,Kia Motors,KIPWK,
